Iteration,xn,fxn,E
0,1.5,-3.125,1.000001
1,1.88870703764321,-0.842177693346846,0.388707037643208
2,1.99383675817796,-0.0491542264913933,0.105129720534756
3,1.99998100749622,-0.000151938587377387,0.00614424931825752
4,1.99999999981964,-1.44286183001441e-09,1.89923234212852e-05
5,2,0,1.80357728751801e-10
